代码,名称,行业,换手率,时间段,9:30价格,9:45价格,收盘价,收盘涨幅
301201.SZ,诚达药业,生物制药,12.10,09:30-09:45,47.70,52.00,51.70,+9.00
002902.SZ,铭普光磁,通信设备,11.82,09:30-09:45,26.61,26.94,26.16,-9.10
300992.SZ,泰福泵业,机械基件,11.76,09:30-09:45,33.51,35.90,41.88,+20.00
605162.SH,新中港,供气供热,11.69,09:30-09:45,10.20,11.13,11.61,+10.05
000767.SZ,晋控电力,火力发电,11.63,09:30-09:45,4.12,4.31,4.23,-7.64
600163.SH,中闽能源,新型电力,11.51,09:30-09:45,7.14,7.57,7.62,+4.96
002565.SZ,顺灏股份,造纸,11.47,09:30-09:45,15.52,17.01,17.01,+10.03
001400.SZ,江顺科技,专用机械,11.37,09:30-09:45,166.40,170.53,166.65,+1.55
002995.SZ,天地在线,互联网,11.22,09:30-09:45,22.80,24.66,24.66,+9.99
003036.SZ,泰坦股份,纺织机械,11.13,09:30-09:45,26.91,27.27,27.86,+2.80
300651.SZ,金陵体育,文教休闲,10.98,09:30-09:45,28.38,30.50,30.11,+5.10
600250.SH,南京商旅,商贸代理,10.89,09:30-09:45,12.64,13.26,14.05,+10.02
600513.SH,联环药业,化学制药,10.85,09:30-09:45,27.54,28.00,27.96,-0.75
002263.SZ,大东南,塑料,10.76,09:30-09:45,4.05,4.13,4.51,+10.00
300069.SZ,金利华电,电气设备,10.60,09:30-09:45,19.90,20.65,21.08,+6.14
600152.SH,维科技术,电气设备,10.57,09:30-09:45,11.50,11.15,10.46,-7.68
002980.SZ,华盛昌,电器仪表,10.19,09:30-09:45,44.02,40.23,42.10,-3.84
002788.SZ,鹭燕医药,医药商业,10.17,09:30-09:45,14.88,15.27,16.17,+10.00
002578.SZ,闽发铝业,铝,10.17,09:30-09:45,4.67,4.69,4.69,+10.09
